D_Contestadas,% Completado,Edad,Genero,Estado,Estudios,¿En nombre de quién está contestando?,Edad Paciente,Genero Paciente,A Nombre de,Responsable,Socioeconomico,Atencion,D_collector_id,respondent_id
41,0.891304348,65 años en adelante,Masculino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118939644875
47,1,55 a 64 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118939644754
45,0.97826087,65 años en adelante,Masculino,Querétaro,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118939640220
47,1,25 a 34 años,Femenino,Jalisco,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,D,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118939626490
47,1,45 a 54 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118939606476
43,0.934782609,65 años en adelante,Masculino,San Luis Potosí,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118939597403
49,1,55 a 64 años,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118939465037
46,1,25 a 34 años,Femenino,Chiapas,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118939436924
34,0.739130435,45 a 54 años,Masculino,Chiapas,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,D,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118939401402
48,1,35 a 44 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118939364007
46,1,35 a 44 años,Masculino,Morelos,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118939290495
49,1,45 a 54 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118938799387
41,0.891304348,65 años en adelante,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118939193607
35,0.760869565,55 a 64 años,Femenino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118939007677
46,1,45 a 54 años,Femenino,Jalisco,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118939005989
45,0.97826087,65 años en adelante,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118938878762
32,0.695652174,65 años en adelante,Femenino,Ciudad de México,Primaria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118938877470
47,1,45 a 54 años,Femenino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118938778340
41,0.891304348,25 a 34 años,Masculino,Puebla,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118938783320
48,1,45 a 54 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118938712272
43,0.934782609,45 a 54 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118938635959
42,0.913043478,45 a 54 años,Femenino,Estado de México,Licenciatura completa,"A nombre de un menor que yo cuido (hija, hijo, nieto, entre otros)",13 a 17 años,Masculino,"A nombre de un menor que yo cuido (hija, hijo, nieto, entre otros)",FALSE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118938583730
44,0.956521739,35 a 44 años,Masculino,Morelos,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118938479367
47,1,35 a 44 años,Femenino,Guanajuato,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118938190776
44,0.956521739,65 años en adelante,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118937996303
37,0.804347826,65 años en adelante,Femenino,Hidalgo,Primaria completa,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",65 años en adelante,Femenino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118937948357
47,1,55 a 64 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118937928541
45,0.97826087,55 a 64 años,Femenino,Estado de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118937922577
42,0.913043478,65 años en adelante,Masculino,Baja California,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118937591420
45,0.97826087,35 a 44 años,Femenino,Chihuahua,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118937304908
45,0.97826087,25 a 34 años,Femenino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118937251477
42,0.913043478,35 a 44 años,Masculino,Puebla,Primaria completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118937164173
49,1,65 años en adelante,Masculino,Durango,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118936813146
47,1,35 a 44 años,Masculino,Oaxaca,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118936588802
46,1,35 a 44 años,Femenino,Oaxaca,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118936259838
41,0.891304348,55 a 64 años,Masculino,Zacatecas,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118936142592
41,0.891304348,65 años en adelante,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118935777156
48,1,35 a 44 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118935508970
45,0.97826087,55 a 64 años,Femenino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118935340080
47,1,45 a 54 años,Femenino,Puebla,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118935332338
48,1,65 años en adelante,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118935248492
47,1,65 años en adelante,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934983550
48,1,35 a 44 años,Femenino,Morelos,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118934984634
42,0.913043478,65 años en adelante,Femenino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118934971858
48,1,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934950319
46,1,55 a 64 años,Femenino,Ciudad de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118934917803
35,0.760869565,55 a 64 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118934912873
45,0.97826087,35 a 44 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934827134
41,0.891304348,55 a 64 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118934825979
38,0.826086957,25 a 34 años,Femenino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934825463
44,0.956521739,55 a 64 años,Femenino,Colima,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118934725945
42,0.913043478,55 a 64 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934729367
44,0.956521739,55 a 64 años,Masculino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934692983
50,1,55 a 64 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934678390
45,0.97826087,55 a 64 años,Femenino,Oaxaca,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934653087
45,0.97826087,18 a 24 años,Femenino,Hidalgo,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934660362
34,0.739130435,55 a 64 años,Femenino,Quintana Roo,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934657077
49,1,45 a 54 años,Femenino,Puebla,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118934657989
40,0.869565217,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934634449
44,0.956521739,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934610646
41,0.891304348,55 a 64 años,Masculino,Querétaro,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934612251
48,1,25 a 34 años,Femenino,Nuevo León,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118934590852
45,0.97826087,25 a 34 años,Femenino,Puebla,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934531610
49,1,65 años en adelante,Masculino,Quintana Roo,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934493642
45,0.97826087,25 a 34 años,Femenino,Puebla,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934445312
48,1,45 a 54 años,Femenino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118934122018
44,0.956521739,45 a 54 años,Masculino,Chihuahua,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118934130552
